inside tagger function

getting E values...
underneath|ADP=4.55504775208e-05
Content|ADJ=2.74228048045e-05
agitation|NOUN=2.48406061108e-05
half-turned|ADJ=2.74228048045e-05
ye|PRON=0.00014690219986
gyros|NOUN=4.14010101846e-05
voluble|ADJ=2.74228048045e-05
Knoxville|NOUN=8.28020203693e-06
Luis|NOUN=5.79614142585e-05
bleached|VERB=5.57003765345e-05
utter|VERB=1.11400753069e-05
absent|VERB=1.11400753069e-05
Wilkes-Barre|NOUN=8.28020203693e-06
alligator|NOUN=3.31208081477e-05
junior|ADJ=0.000137114024022
l's|NOUN=8.28020203693e-06
drouth|NOUN=8.28020203693e-06
disciplined|VERB=3.34202259207e-05
Silas|NOUN=8.28020203693e-06
headwalls|NOUN=1.65604040739e-05
McKinney|NOUN=8.28020203693e-06
bloodshot|ADJ=2.74228048045e-05
keel|VERB=1.11400753069e-05
narcosis|NOUN=8.28020203693e-06
hypocellularity|NOUN=8.28020203693e-06
apologetic|ADJ=2.74228048045e-05
Marksmanship|NOUN=8.28020203693e-06
sustain|VERB=7.79805271484e-05
stairways|NOUN=8.28020203693e-06
parquet|NOUN=8.28020203693e-06
gullet|NOUN=8.28020203693e-06
hand-to-hand|ADJ=5.4845609609e-05
satiety|NOUN=8.28020203693e-06
muscled|VERB=1.11400753069e-05
modal|ADJ=8.22684144134e-05
Institute's|NOUN=8.28020203693e-06
unlashed|VERB=1.11400753069e-05
stealin'|VERB=1.11400753069e-05
adjustments|NOUN=0.000124203030554
dwelling|VERB=1.11400753069e-05
nuns|NOUN=8.28020203693e-06
sensibly|ADV=3.61232525377e-05
sight|NOUN=0.000471971516105
course|NOUN=0.00163948000331
helpful|ADJ=0.000219382438436
itemizing|VERB=1.11400753069e-05
Nabisco|NOUN=8.28020203693e-06
wrenched|VERB=2.22801506138e-05
coxcombs|NOUN=8.28020203693e-06
obtainable|ADJ=0.000164536828827
defeated|VERB=3.34202259207e-05
hemolytic|ADJ=2.74228048045e-05
doorbell|NOUN=1.65604040739e-05
drunken|VERB=1.11400753069e-05
lewd|ADJ=5.4845609609e-05
perishable|ADJ=2.74228048045e-05
suppose|VERB=0.000445603012276
electric-utility|NOUN=8.28020203693e-06
jobless|ADJ=2.74228048045e-05
dewars|NOUN=8.28020203693e-06
congregate|VERB=2.22801506138e-05
estate|NOUN=0.00010764262648
texture|NOUN=4.14010101846e-05
banging|VERB=2.22801506138e-05
alternated|VERB=1.11400753069e-05
befall|VERB=2.22801506138e-05
plucked|VERB=4.45603012276e-05
occupied|VERB=0.000211661430831
110|NUM=0.000300120048019
Midwestern|ADJ=5.4845609609e-05
hours|NOUN=0.000761778587398
excess|ADJ=0.00024680524324
snobbery|NOUN=2.48406061108e-05
Joe|NOUN=0.000256686263145
osmotic|ADJ=8.22684144134e-05
Fuck|VERB=1.11400753069e-05
veterinarian|NOUN=1.65604040739e-05
assassins|NOUN=8.28020203693e-06
dowry|NOUN=8.28020203693e-06
Internal|ADJ=0.000301650852849
cathedral|NOUN=8.28020203693e-06
sound|VERB=0.00014482097899
24th|ADJ=2.74228048045e-05
claim|VERB=0.000100260677762
Investment|NOUN=8.28020203693e-06
Anne's|NOUN=8.28020203693e-06
concordant|ADJ=5.4845609609e-05
silliest|ADJ=2.74228048045e-05
casting|VERB=1.11400753069e-05
clasped|VERB=3.34202259207e-05
line-density|NOUN=8.28020203693e-06
well|NOUN=4.14010101846e-05
stalking|VERB=1.11400753069e-05
exposition|NOUN=1.65604040739e-05
omit|VERB=1.11400753069e-05
Elvis|NOUN=8.28020203693e-06
Ernest|NOUN=1.65604040739e-05
Analytical|ADJ=0.000137114024022
portrays|VERB=2.22801506138e-05
pre-packed|ADJ=2.74228048045e-05
imitating|VERB=2.22801506138e-05
Purpose|NOUN=8.28020203693e-06
fondly|ADV=0.000108369757613
departmental|ADJ=2.74228048045e-05
schedules|NOUN=4.14010101846e-05
Freya|NOUN=2.48406061108e-05
convict|NOUN=1.65604040739e-05
Youth|NOUN=1.65604040739e-05
nonconformist|NOUN=8.28020203693e-06
thighs|NOUN=4.14010101846e-05
cowboy|NOUN=4.14010101846e-05
petroleum|NOUN=8.28020203693e-06
livable|ADJ=2.74228048045e-05
mammals|NOUN=2.48406061108e-05
distinct|ADJ=0.000712992924916
counsel|NOUN=2.48406061108e-05
moaned|VERB=2.22801506138e-05
observational|ADJ=2.74228048045e-05
proportionately|ADV=0.000180616262688
solids|NOUN=0.00010764262648
spitting|VERB=3.34202259207e-05
parallelism|NOUN=1.65604040739e-05
infield|NOUN=8.28020203693e-06
amorous|ADJ=2.74228048045e-05
July|NOUN=0.000264966465182
pattern|NOUN=0.000414010101846
Additional|ADJ=0.00024680524324
C|NOUN=0.000828020203693
magnitudes|NOUN=8.28020203693e-06
Dice|NOUN=1.65604040739e-05
sentinels|NOUN=8.28020203693e-06
abundantly|ADV=3.61232525377e-05
Kissing|VERB=1.11400753069e-05
S-11|NOUN=8.28020203693e-06
housepaint|NOUN=8.28020203693e-06
fling|VERB=2.22801506138e-05
Union|NOUN=0.000281526869256
straight-A|ADJ=2.74228048045e-05
all|PRT=0.0768787607221
thorny|ADJ=2.74228048045e-05
ten|NUM=0.0120048019208
Leningrad|NOUN=8.28020203693e-06
stables|NOUN=1.65604040739e-05
gun|NOUN=0.000587894344622
transferred|VERB=0.000267361807366
stonily|ADV=3.61232525377e-05
Advisory|ADJ=0.000274228048045
balked|VERB=1.11400753069e-05
agglomerate|VERB=2.22801506138e-05
learned|VERB=0.000412182786356
Beaten|VERB=1.11400753069e-05
delicately-textured|ADJ=2.74228048045e-05
spherical|ADJ=0.000164536828827
retaliate|VERB=1.11400753069e-05
future|ADJ=0.000685570120112
without|ADP=0.0035073867691
hurricane|NOUN=4.14010101846e-05
worry|VERB=0.000267361807366
Foss|NOUN=2.48406061108e-05
Fire|NOUN=4.96812122216e-05
gpd|NOUN=8.28020203693e-06
typesetting|NOUN=8.28020203693e-06
'52|NUM=0.000300120048019
fair-sized|ADJ=2.74228048045e-05
yd.|NOUN=8.28020203693e-06
cleaved|VERB=1.11400753069e-05
Philosophic|ADJ=2.74228048045e-05
build|VERB=0.000300782033287
Berle|NOUN=8.28020203693e-06
withholding|VERB=3.34202259207e-05
breathtaking|ADJ=2.74228048045e-05
repent|VERB=1.11400753069e-05
rode|VERB=0.000300782033287
pause|NOUN=8.28020203693e-05
ensued|VERB=1.11400753069e-05
emissary|NOUN=8.28020203693e-06
dominant|ADJ=0.0012066034114
orthographies|NOUN=1.65604040739e-05
amortization|NOUN=2.48406061108e-05
Expansion|NOUN=1.65604040739e-05
tight|ADV=0.000144493010151
founding|NOUN=1.65604040739e-05
consulted|VERB=7.79805271484e-05
sofa|NOUN=4.14010101846e-05
large-package|NOUN=8.28020203693e-06
Association|NOUN=0.000256686263145
0.70|NUM=0.00015006002401
areaways|NOUN=8.28020203693e-06
Carrier|NOUN=8.28020203693e-06
batteries|NOUN=2.48406061108e-05
opted|VERB=2.22801506138e-05
bulwark|NOUN=2.48406061108e-05
wide|ADV=3.61232525377e-05
Uncle's|NOUN=1.65604040739e-05
burgeoning|VERB=1.11400753069e-05
bouanahsha|X=0.00169491525424
disgruntled|VERB=1.11400753069e-05
abrupt|ADJ=0.000219382438436
clever|ADJ=0.000109691219218
run-up|ADJ=2.74228048045e-05
pollen|NOUN=8.28020203693e-05
dedifferentiated|VERB=1.11400753069e-05
wires|NOUN=5.79614142585e-05
Mathias'|NOUN=8.28020203693e-06
Eugene|NOUN=0.000140763434628
per|ADP=0.00201940450342
Haupts'|NOUN=8.28020203693e-06
wear|NOUN=8.28020203693e-06
goofed|VERB=1.11400753069e-05
willed|VERB=4.45603012276e-05
Venus|NOUN=5.79614142585e-05
service|VERB=2.22801506138e-05
craftsmen|NOUN=8.28020203693e-06
correspondence|NOUN=5.79614142585e-05
stole|VERB=4.45603012276e-05
relaxing|VERB=2.22801506138e-05
rapping|NOUN=8.28020203693e-06
dewdrops|NOUN=8.28020203693e-06
campaigns|NOUN=1.65604040739e-05
optimo|X=0.00169491525424
Fairview|NOUN=2.48406061108e-05
disliking|VERB=1.11400753069e-05
Hatching|VERB=1.11400753069e-05
fifth|ADJ=0.00024680524324
TR|NOUN=3.31208081477e-05
commonest|ADJ=2.74228048045e-05
center|ADJ=2.74228048045e-05
pricing|VERB=1.11400753069e-05
hopping|VERB=2.22801506138e-05
go|VERB=0.00399928703518
hiring|VERB=1.11400753069e-05
centralized|VERB=6.68404518415e-05
Kayabashi|NOUN=7.45218183324e-05
Watching|VERB=1.11400753069e-05
accomplishing|VERB=2.22801506138e-05
plunge|NOUN=8.28020203693e-06
worth|NOUN=5.79614142585e-05
dance|NOUN=0.000140763434628
blatant|ADJ=5.4845609609e-05
fighter|NOUN=2.48406061108e-05
subjected|VERB=0.000155961054297
pronounce|VERB=1.11400753069e-05
Never|ADV=0.000722465050753
registrations|NOUN=8.28020203693e-06
consolidated|VERB=4.45603012276e-05
evidential|ADJ=2.74228048045e-05
Columbus|NOUN=3.31208081477e-05
Providence|NOUN=0.000380889293699
protect|VERB=0.000100260677762
drama|NOUN=5.79614142585e-05
wholly|ADV=0.000325109272839
nomenclature|NOUN=4.96812122216e-05
many|ADJ=0.00869302912302
self-sustaining|ADJ=0.000109691219218
sponsors|VERB=2.22801506138e-05
well|ADJ=0.000137114024022
activating|VERB=1.11400753069e-05
knot|VERB=1.11400753069e-05
crewcut|NOUN=8.28020203693e-06
reply|NOUN=8.28020203693e-05
Joaquin|NOUN=8.28020203693e-06
Maneret|NOUN=8.28020203693e-06
erupted|VERB=2.22801506138e-05
commonplace|ADJ=8.22684144134e-05
inviting|VERB=2.22801506138e-05
Criticality|NOUN=4.14010101846e-05
perfusion|NOUN=8.28020203693e-06
suitably|ADV=3.61232525377e-05
proceeding|VERB=2.22801506138e-05
resealed|VERB=1.11400753069e-05
pending|ADJ=0.000109691219218
Frank|NOUN=8.28020203693e-05
Grigori's|NOUN=2.48406061108e-05
stubby|ADJ=2.74228048045e-05
Apart|ADV=0.000144493010151
York|NOUN=0.000596174546659
boa|NOUN=4.96812122216e-05
enacting|VERB=1.11400753069e-05
frighteningly|ADV=3.61232525377e-05
ICA's|NOUN=8.28020203693e-06
types|NOUN=0.000596174546659
trail|VERB=1.11400753069e-05
Popular|ADJ=5.4845609609e-05
meddling|VERB=3.34202259207e-05
least|NOUN=8.28020203693e-06
restrictions|NOUN=9.10822224062e-05
realm|NOUN=6.62416162954e-05
crooning|VERB=1.11400753069e-05
demonstrates|VERB=3.34202259207e-05
congress|NOUN=1.65604040739e-05
rugged|ADJ=8.22684144134e-05
guidelines|NOUN=8.28020203693e-06
saxophonist|NOUN=8.28020203693e-06
orifices|NOUN=1.65604040739e-05
Meaning|VERB=1.11400753069e-05
anatomical|NOUN=3.31208081477e-05
socio-structural|ADJ=2.74228048045e-05
persecuted|VERB=2.22801506138e-05
offense|NOUN=1.65604040739e-05
conformists|NOUN=8.28020203693e-06
Renfro|NOUN=8.28020203693e-06
visits|NOUN=9.10822224062e-05
bulletin|NOUN=1.65604040739e-05
Surprisingly|ADV=3.61232525377e-05
dished|VERB=1.11400753069e-05
Who'd|PRT=6.40122903597e-05
studiously|ADV=3.61232525377e-05
windy|ADJ=2.74228048045e-05
incidental|ADJ=2.74228048045e-05
kisses|VERB=1.11400753069e-05
courts|NOUN=0.000223565454997
corsage|NOUN=8.28020203693e-06
stoop|VERB=2.22801506138e-05
counter|VERB=1.11400753069e-05
radar|NOUN=9.93624244432e-05
carefree|ADJ=5.4845609609e-05
Allegheny|NOUN=8.28020203693e-06
enlists|VERB=1.11400753069e-05
diversification|NOUN=8.28020203693e-06
graveyard|NOUN=2.48406061108e-05
widowed|VERB=2.22801506138e-05
reinstitution|NOUN=8.28020203693e-06
32*0C.|X=0.00169491525424
ad|X=0.00508474576271
snowing|VERB=3.34202259207e-05
baby's|NOUN=4.96812122216e-05
Turkish|ADJ=2.74228048045e-05
defends|VERB=1.11400753069e-05
indenture|NOUN=8.28020203693e-06
fancying|VERB=1.11400753069e-05
Vegas|NOUN=1.65604040739e-05
frothing|VERB=2.22801506138e-05
Avocado|NOUN=8.28020203693e-06
elapsed|VERB=4.45603012276e-05
garlic|NOUN=1.65604040739e-05
43*0C|X=0.00169491525424
gleefully|ADV=3.61232525377e-05
preached|VERB=4.45603012276e-05
rage|NOUN=4.96812122216e-05
politic|ADJ=2.74228048045e-05
Urbanization|NOUN=8.28020203693e-06
sweep|NOUN=2.48406061108e-05
spoonful|NOUN=8.28020203693e-06
nearer|ADV=0.000252862767764
column|NOUN=0.000339488283514
1105|NUM=0.00105042016807
fired|VERB=0.000233941581445
people|NOUN=0.00245922000497
slope's|NOUN=8.28020203693e-06
vanished|VERB=0.000122540828376
move|VERB=0.000646124367801
tremble|VERB=7.79805271484e-05
Clay|NOUN=6.62416162954e-05
Bessarabia|NOUN=8.28020203693e-06
hem|NOUN=2.48406061108e-05
Chuck|NOUN=8.28020203693e-06
Branch|NOUN=1.65604040739e-05
hole|NOUN=0.000132483232591
essentially|ADV=0.000939204565979
Porter|NOUN=8.28020203693e-06
Poussin|NOUN=8.28020203693e-06
Colcord's|NOUN=1.65604040739e-05
energies|NOUN=4.96812122216e-05
strongly|ADV=0.000650218545678
Modular|ADJ=2.74228048045e-05
crush|NOUN=8.28020203693e-06
decks|NOUN=1.65604040739e-05
agreed|VERB=0.000445603012276
preventive|ADJ=0.000301650852849
a-wing|ADV=3.61232525377e-05
disregard|NOUN=8.28020203693e-06
tolled|VERB=1.11400753069e-05
dancing|VERB=0.000133680903683
cartoons|NOUN=8.28020203693e-06
urns|NOUN=8.28020203693e-06
Toffenetti's|NOUN=8.28020203693e-06
turnoff|NOUN=8.28020203693e-06
violating|VERB=2.22801506138e-05
foal|NOUN=1.65604040739e-05
means|VERB=0.000300782033287
occupation|NOUN=5.79614142585e-05
Tim's|PRT=6.40122903597e-05
sexual|ADJ=0.000191959633631
accord|NOUN=8.28020203693e-06
$4,000,000|NOUN=8.28020203693e-06
Welmers|NOUN=8.28020203693e-06
$19.3|NOUN=8.28020203693e-06
tacking|VERB=1.11400753069e-05
jour|X=0.00338983050847
night|NOUN=0.00167260081146
suit|VERB=4.45603012276e-05
scanned|VERB=0.000100260677762
pine|NOUN=7.45218183324e-05
Essex|NOUN=8.28020203693e-06
indirection|NOUN=8.28020203693e-06
Karsner|NOUN=1.65604040739e-05
reconnaissance|NOUN=1.65604040739e-05
metaphysical|ADJ=0.00024680524324
62-63|NUM=0.00015006002401
lent|VERB=1.11400753069e-05
transit|NOUN=9.93624244432e-05
fats|NOUN=1.65604040739e-05
burglar|NOUN=8.28020203693e-06
pretend|VERB=6.68404518415e-05
multiversity|NOUN=8.28020203693e-06
predetermined|VERB=1.11400753069e-05
fighting|NOUN=2.48406061108e-05
typically|ADV=7.22465050753e-05
Drury|NOUN=8.28020203693e-06
Manley|NOUN=2.48406061108e-05
slow-scrambling|ADJ=2.74228048045e-05
beef's|NOUN=8.28020203693e-06
preflight|ADJ=5.4845609609e-05
Steel's|NOUN=8.28020203693e-06
hears|VERB=2.22801506138e-05
'nother|DET=1.58318029257e-05
long|VERB=2.22801506138e-05
cabaret|NOUN=8.28020203693e-06
resorting|VERB=1.11400753069e-05
teasing|NOUN=8.28020203693e-06
cruiser|NOUN=2.48406061108e-05
collusion|NOUN=1.65604040739e-05
comparison|NOUN=0.000223565454997
interest|NOUN=0.00125859070961
Infectious|ADJ=2.74228048045e-05
apostles|NOUN=8.28020203693e-06
Tasti-Freeze|NOUN=8.28020203693e-06
waved|VERB=0.000122540828376
sub-chiefs|NOUN=8.28020203693e-06
clinked|VERB=1.11400753069e-05
belts|NOUN=4.96812122216e-05
joy|NOUN=0.000124203030554
labelled|VERB=1.11400753069e-05
embarrassment|NOUN=1.65604040739e-05
shove|VERB=2.22801506138e-05
Mexican|ADJ=0.000164536828827
153|NUM=0.000300120048019
pits|NOUN=2.48406061108e-05
comforted|VERB=1.11400753069e-05
Pacific|NOUN=2.48406061108e-05
Beckworth|NOUN=3.31208081477e-05
battery-powered|ADJ=5.4845609609e-05
holiday|NOUN=5.79614142585e-05
Philip|NOUN=4.14010101846e-05
directional|ADJ=5.4845609609e-05
an|CONJ=0.000618707463862
artists|NOUN=0.000182164444812
restricted|VERB=8.91206024553e-05
intrinsically|ADV=3.61232525377e-05
spectrally|ADV=3.61232525377e-05
Proponents|NOUN=8.28020203693e-06
locality|NOUN=1.65604040739e-05
Dozens|NOUN=8.28020203693e-06
ship|NOUN=0.000306367475366
institution|NOUN=0.000124203030554
resublimed|VERB=1.11400753069e-05
kennings|NOUN=8.28020203693e-05
totalled|VERB=3.34202259207e-05
tidbits|NOUN=8.28020203693e-06
passionate|ADJ=2.74228048045e-05
hazardous|ADJ=5.4845609609e-05
extend|VERB=0.000155961054297
Anabaptist|NOUN=8.28020203693e-06
amounted|VERB=2.22801506138e-05
slouch|NOUN=8.28020203693e-06
onlooker|NOUN=1.65604040739e-05
entirely|ADV=0.00162554636419
Limited|VERB=4.45603012276e-05
balled|VERB=1.11400753069e-05
reflexes|NOUN=3.31208081477e-05
indium|NOUN=8.28020203693e-06
vice|ADV=0.000144493010151
cow|NOUN=8.28020203693e-05
magazine|NOUN=0.000115922828517
respectability|NOUN=2.48406061108e-05
Ivy|NOUN=1.65604040739e-05
damn|PRT=0.000192036871079
atrophied|VERB=1.11400753069e-05
liste|X=0.00169491525424
ephemeral|ADJ=2.74228048045e-05
bust|VERB=1.11400753069e-05
third|ADJ=0.00170021389788
regiment|NOUN=3.31208081477e-05
connotation|NOUN=1.65604040739e-05
manure-scented|ADJ=2.74228048045e-05
expansions|NOUN=2.48406061108e-05
message|NOUN=0.000157323838702
absent-minded|ADJ=2.74228048045e-05
woven|VERB=3.34202259207e-05
censuses|NOUN=2.48406061108e-05
Jazz|NOUN=8.28020203693e-06
keen|ADJ=0.000164536828827
mot|X=0.00169491525424
silica|NOUN=1.65604040739e-05
pinochle|NOUN=8.28020203693e-06
Dramatic|ADJ=2.74228048045e-05
suggest|VERB=0.000233941581445
lack|VERB=3.34202259207e-05
resided|VERB=2.22801506138e-05
transferor's|NOUN=2.48406061108e-05
Officielle|X=0.00169491525424
structured|VERB=0.000133680903683
hurt|ADJ=2.74228048045e-05
computation|NOUN=1.65604040739e-05
Rothko|NOUN=8.28020203693e-06
translation|NOUN=5.79614142585e-05
Roger|PRT=6.40122903597e-05
thyrotoxic|ADJ=2.74228048045e-05
alive|ADJ=0.00101464377777
climactic|ADJ=2.74228048045e-05
ruling-class|NOUN=8.28020203693e-06
unknown|ADJ=0.000658147315307
Anger|NOUN=8.28020203693e-06
offer|VERB=0.000300782033287
lummox|NOUN=8.28020203693e-06
Separate|ADJ=2.74228048045e-05
accommodate|VERB=5.57003765345e-05
rewards|NOUN=1.65604040739e-05
Lerner|NOUN=8.28020203693e-06
welfare|NOUN=4.14010101846e-05
Sheldon|NOUN=1.65604040739e-05
six|NUM=0.0130552220888
Testament|NOUN=2.48406061108e-05
strategic|ADJ=0.000219382438436
18|NUM=0.00270108043217
trades|VERB=1.11400753069e-05
Sciences|NOUN=3.31208081477e-05
old|ADJ=0.00800745900291
met|VERB=0.000646124367801
convert|VERB=4.45603012276e-05
randomization|NOUN=8.28020203693e-06
laugh|VERB=7.79805271484e-05
farewell|NOUN=4.96812122216e-05
public|ADJ=0.00268743487084
reprisal|NOUN=8.28020203693e-06
Crouch|NOUN=2.48406061108e-05
Baird|NOUN=1.65604040739e-05
gloats|VERB=1.11400753069e-05
cardboard|NOUN=8.28020203693e-06
77|NUM=0.00015006002401
reedy|ADJ=2.74228048045e-05
filles|X=0.00169491525424
frictional|ADJ=5.4845609609e-05
ads|NOUN=5.79614142585e-05
thiocyanate-perchlorate-fluoro|NOUN=8.28020203693e-06
Colt|NOUN=3.31208081477e-05
force|NOUN=0.000654135960917
Momma|NOUN=1.65604040739e-05
Modigliani|NOUN=8.28020203693e-06
Relentlessly|ADV=3.61232525377e-05
dialects|NOUN=8.28020203693e-06
embryo|NOUN=8.28020203693e-06
scrambling|VERB=1.11400753069e-05
tangent|NOUN=3.31208081477e-05
formulation|NOUN=9.93624244432e-05
relentless|ADJ=8.22684144134e-05
sunshine|NOUN=3.31208081477e-05
sighed|VERB=0.000200521355524
intervals|NOUN=0.000124203030554
Abandoning|VERB=1.11400753069e-05
statue|NOUN=2.48406061108e-05
received|VERB=0.000657264443108
sheltered|VERB=2.22801506138e-05
wheedled|VERB=1.11400753069e-05
craftsmanship|NOUN=1.65604040739e-05
tumbled|VERB=0.000122540828376
buck|NOUN=2.48406061108e-05
genus|NOUN=1.65604040739e-05
common-sense|NOUN=8.28020203693e-06
Siberia|NOUN=3.31208081477e-05
william|NOUN=8.28020203693e-06
moot|ADJ=2.74228048045e-05
Ma'am|NOUN=2.48406061108e-05
rate|NOUN=0.00113438767906
sambur|NOUN=8.28020203693e-06
engineer|NOUN=0.00010764262648
stimulated|VERB=1.11400753069e-05
ex-Justice|NOUN=8.28020203693e-06
Mallinckrodt|NOUN=8.28020203693e-06
opportunistic|ADJ=2.74228048045e-05
descent|NOUN=2.48406061108e-05
span|VERB=4.45603012276e-05
shaping|VERB=3.34202259207e-05
cover|VERB=0.000222801506138
reproduction|NOUN=4.14010101846e-05
Products|NOUN=6.62416162954e-05
Lead|VERB=2.22801506138e-05
hating|VERB=2.22801506138e-05
protease|NOUN=8.28020203693e-06
NAIRO|NOUN=1.65604040739e-05
supermarket|NOUN=8.28020203693e-06
arrangements|NOUN=0.000124203030554
sleek|ADJ=2.74228048045e-05
inmates|NOUN=2.48406061108e-05
dismounted|VERB=5.57003765345e-05
state-owned|ADJ=0.000191959633631
Instructor's|NOUN=8.28020203693e-06
dealers|NOUN=2.48406061108e-05
important|ADJ=0.0042779575495
wrestler's|NOUN=8.28020203693e-06
third-story|NOUN=8.28020203693e-06
unattached|ADJ=2.74228048045e-05
retreated|VERB=7.79805271484e-05
finishing|NOUN=8.28020203693e-06
favorite|ADJ=0.000219382438436
propagation|NOUN=5.79614142585e-05
rare|ADJ=0.000383919267263
gentleness|NOUN=1.65604040739e-05
blushing|VERB=4.45603012276e-05
plain-out|ADV=3.61232525377e-05
grey|ADJ=2.74228048045e-05
slow|ADJ=0.000603301705698
prospective|ADJ=0.000219382438436
wanta|VERB=1.11400753069e-05
enfant|X=0.00169491525424
radiant|ADJ=0.000109691219218
soaking|ADV=0.000108369757613
fingerprints|NOUN=3.31208081477e-05
Louise|NOUN=1.65604040739e-05
exercise|VERB=7.79805271484e-05
bearded|VERB=3.34202259207e-05
time-servers|NOUN=8.28020203693e-06
foot|NOUN=0.00032292787944
silenced|VERB=2.22801506138e-05
first-order|NOUN=8.28020203693e-06
trustee's|NOUN=8.28020203693e-06
telling|VERB=0.00028964195798
records|VERB=2.22801506138e-05
Peasants|NOUN=8.28020203693e-06
vowels|NOUN=2.48406061108e-05
flattened|VERB=4.45603012276e-05
degradation|NOUN=8.28020203693e-06
topography|NOUN=8.28020203693e-06
aerodynamic|ADJ=2.74228048045e-05
EWC|NOUN=1.65604040739e-05
chatting|VERB=1.11400753069e-05
well-publicized|ADJ=2.74228048045e-05
notions|NOUN=4.14010101846e-05
Conditions|NOUN=8.28020203693e-06
household|NOUN=0.000115922828517
friendlier|ADJ=5.4845609609e-05
worriedly|ADV=3.61232525377e-05
harassed|VERB=3.34202259207e-05
sovereigns|NOUN=1.65604040739e-05
glands|NOUN=3.31208081477e-05
cellophane|NOUN=8.28020203693e-06
rumble|NOUN=8.28020203693e-06
average|NOUN=0.000140763434628
gunk|NOUN=8.28020203693e-06
illegal|ADJ=5.4845609609e-05
Blevins'|NOUN=8.28020203693e-06
Cuddleback|NOUN=8.28020203693e-06
exclaims|VERB=1.11400753069e-05
woke|VERB=0.000155961054297
determination|NOUN=0.000190444646849
Then|ADV=0.00711628074992
fumes|NOUN=2.48406061108e-05
rudeness|NOUN=8.28020203693e-06
reverse|NOUN=2.48406061108e-05
Fifth|ADV=3.61232525377e-05
consideration|NOUN=0.000198724848886
predominantly|ADV=0.000180616262688
died|VERB=0.000423322861663
set|NOUN=0.000447130909994
concrete|NOUN=0.000182164444812
fins|NOUN=2.48406061108e-05
hairless|ADJ=2.74228048045e-05
unprocurable|ADJ=2.74228048045e-05
frankly|ADV=0.000108369757613
Remy|NOUN=8.28020203693e-06
getting|NOUN=8.28020203693e-06
particular|ADJ=0.00241320682279
nectaries|NOUN=8.28020203693e-06
rimless|ADJ=2.74228048045e-05
cough|NOUN=2.48406061108e-05
analyses|NOUN=8.28020203693e-05
Stubblefields|NOUN=3.31208081477e-05
senile|ADJ=2.74228048045e-05
overlaps|VERB=1.11400753069e-05
military|ADJ=0.00153567706905
vacate|VERB=1.11400753069e-05
ensuing|VERB=2.22801506138e-05
Emigrant|NOUN=1.65604040739e-05
permission|NOUN=6.62416162954e-05
Acourse|ADV=3.61232525377e-05
1833|NUM=0.00015006002401
